Date,BillNo,Description,Qty,Rate,Gross Amnt,Discount,Net Amnt
2/5/2074,SI4393,Mc dowells no 1 1 ltr,1,1250,1250,,1250
2/5/2074,SI4394,Jeera dana 100gm,1,210,210,,210
2/5/2074,SI4394,Mix Souff 200gm,1,60,60,,60
2/5/2074,SI4395,Mcvities digestive light 400gm,1,275,275,,275
2/5/2074,SI4395,Cream cracker no sugar 280gm,1,260,260,,260
2/5/2074,SI4396,Kwati 500g,1,65,65,,65
2/5/2074,SI4397,Sugar 1 kg,3,84,252,,252
2/5/2074,SI4398,Desi badam 200gm,1,300,300,,300
2/5/2074,SI4398,R.vodka 180ml,1,290,290,,290
2/5/2074,SI4398,Mung ko geda(500gm),1,103,103,,103
2/5/2074,SI4398,Chana thulo  500gm,1,85,85,,85
2/5/2074,SI4398,Cabuli chana sano 500 gm,1,98,98,,98
2/5/2074,SI4398,Bodi(500gm),1,58,58,,58
2/5/2074,SI4398,Musuro nepali 500gm,1,88,88,,88
2/5/2074,SI4398,Maas ko chata 500gm,1,160,160,,160
2/5/2074,SI4398,Mung daal 1/2 kg,1,88,88,,88
2/5/2074,SI4398,Chogada yellow 200gm,1,40,40,,40
2/5/2074,SI4398,Rajma chirke(500gm),1,83,83,,83
2/5/2074,SI4398,Chana Daal A 1/2 kg,1,105,105,,105
2/5/2074,SI4399,Besan 200 g,2,40,80,,80
2/5/2074,SI4400,Amrit sunflower oil 1 lltr,1,135,135,,135
2/5/2074,SI4400,Gyan Chakki aata 5 kg,1,255,255,,255
2/5/2074,SI4400,Pran litchi juice 170ml,3,20,60,,60
2/5/2074,SI4401,Fortune maida 2 kg,1,55,55,,55
2/5/2074,SI4401,Bmc mo mo(50gm),1,45,45,,45
2/5/2074,SI4402,Chana 200 gm,2,55,110,,110
2/5/2074,SI4403,Jumbo bread,1,70,70,,70
2/5/2074,SI4403,Ayo Soap,1,40,40,,40
2/5/2074,SI4403,Wheel lemon and orange 1 kg,1,70,70,,70
2/5/2074,SI4404,Cadbury choclairs 444.6g,2,235,470,,470
2/5/2074,SI4404,Wai wai box,3,520,1560,,1560
2/5/2074,SI4404,Garnier lemon light face wash 100 g,1,238,238,,238
2/5/2074,SI4404,Clinic Plus 175ml,2,135,270,,270
2/5/2074,SI4404,Garnier white complete double action 100g,1,270,270,,270
2/5/2074,SI4405,Ajino moto 50gm,1,20,20,,20
2/5/2074,SI4406,Britannia suger free 200gr,1,140,140,,140
2/5/2074,SI4407,Crosson,1,80,80,,80
2/5/2074,SI4408,Sita ram ghee 1/2ltr,1,385,385,,385
2/5/2074,SI4409,kinder joy for girls,8,70,560,,560
2/5/2074,SI4409,Sunflow oil 1ltr,1,155,155,,155
2/5/2074,SI4409,Chana thulo 1 kg,3,170,510,,510
2/5/2074,SI4409,Sugar 1 kg,5,84,420,,420
2/5/2074,SI4410,Colgate Max fresh 150gm,1,90,90,,90
2/5/2074,SI4410,Tokla Gold pkt 1 kg,1,360,360,,360
2/5/2074,SI4410,clinic plus 340ml,1,205,205,,205
2/5/2074,SI4410,Wai wai chicken bhujiya 1kg,2,110,220,,220
2/5/2074,SI4410,LifeBuoy nature 85gm,3,22,66,,66
2/5/2074,SI4410,Bag 10kg,2,10,20,,20
2/5/2074,SI4410,Parachute oil 200ml,1,94,94,,94
2/5/2074,SI4410,Gagan golo 218 gm,12,30,360,,360
2/5/2074,SI4410,Puffino Regular grand 160gm,4,50,200,,200
2/5/2074,SI4411,Wallnut dana 200gm,1,135,135,,135
2/5/2074,SI4411,Godreh rich creme 20 gm,1,48,48,,48
2/5/2074,SI4411,Marrie gold 64gr,1,10,10,,10
2/5/2074,SI4411,Kalash peanut 400gm,1,120,120,,120
2/5/2074,SI4412,Dhara mustard oil 1/2ltr,1,103,103,,103
2/5/2074,SI4412,Pril perfect 100gm,4,16,64,,64
2/5/2074,SI4413,Pesta 100gm,1,170,170,,170
2/5/2074,SI4413,Desi badam 100gm,1,150,150,,150
2/5/2074,SI4414,Tuborg 650ml,2,270,540,,540
2/5/2074,SI4415,Swastik ghee 1 ltr,1,125,125,,125
2/5/2074,SI4415,Nepal ice Can beer natural  500ml,1,175,175,,175
2/5/2074,SI4416,Wai wai quick,1,18,18,,18
2/5/2074,SI4417,Blue riband 750 ml ub,1,480,480,,480
2/5/2074,SI4417,Pindhi 750ml,1,390,390,,390
2/5/2074,SI4417,Loli Pops evolution cho,2,20,40,,40
2/5/2074,SI4418,Cococola 2.25ltr,1,180,180,,180
2/5/2074,SI4418,Royal stag 375ml,1,540,540,,540
2/5/2074,SI4419,Jasmine 50ml,1,32,32,,32
2/5/2074,SI4420,Mc dowells  small,1,260,260,,260
2/5/2074,SI4421,Jabsons peanut brittle 30gm,2,20,40,,40
2/5/2074,SI4421,Tiffany delux 650gm,1,385,385,,385
2/5/2074,SI4422,Blue riband gin 375ml,1,510,510,,510
2/5/2074,SI4424,Chocopie 6 packs,1,105,105,,105
2/5/2074,SI4425,Temptations rum raisins 72gm,1,145,145,,145
2/5/2074,SI4424,Nutrela soya mini chunks 200 gm,1,64,64,,64
2/5/2074,SI4425,Punjabi masala papad 200gm,1,90,90,,90
2/5/2074,SI4425,Navaratna 50ml,1,55,55,,55
2/5/2074,SI4425,Bhujia 200g,1,85,85,,85
2/5/2074,SI4425,Snickers 50g,1,80,80,,80
2/5/2074,SI4426,Bio whisky 180ml,1,288,288,,288
2/5/2074,SI4427,Cococola 2.25ltr,1,180,180,,180
2/5/2074,SI4427,Bikaji hujia 200gm,1,95,95,,95
2/5/2074,SI4427,jabsons soan papadi desi ghee 250gm,1,168,168,,168
2/5/2074,SI4427,Bag 10kg,1,10,10,,10
2/5/2074,SI4427,Potato chips 200gm,1,100,100,,100
2/5/2074,SI4428,Besan 200 g,1,40,40,,40
2/5/2074,SI4429,Rice flour 1kg,1,65,65,,65
2/5/2074,SI4429,Egg 15,1,190,190,,190
2/5/2074,SI4429,Lwang suku mix 50gm,1,100,100,,100
2/5/2074,SI4429,Lotte Nidoo 390gm,1,100,100,,100
2/5/2074,SI4429,Sachamoti sabudana 500gm,1,120,120,,120
2/5/2074,SI4429,Cutting misree 200gm,2,25,50,,50
2/5/2074,SI4429,Kaju 100g,1,170,170,,170
2/5/2074,SI4429,Khairo til 200gm,1,60,60,,60
2/5/2074,SI4429,White nanglo bread,1,50,50,,50
2/5/2074,SI4429,Chogada yellow 200gm,1,40,40,,40
2/5/2074,SI4429,Kismiss green 100gm,1,60,60,,60
2/5/2074,SI4429,Desi badam 100gm,1,150,150,,150
2/5/2074,SI4429,Fortune maida 2 kg,1,110,110,,110
2/5/2074,SI4429,Nariwol pc,2,60,120,,120
2/5/2074,SI4430,Tuborg Can beer 500ml,1,200,200,,200
2/5/2074,SI4430,Veet normal hair removal 25gm,1,94,94,,94
2/5/2074,SI4430,Fair n handsome 30gm,1,110,110,,110
2/5/2074,SI4431,Amrit sunflower oil 1 lltr,3,135,405,,405
2/5/2074,SI4431,Sugar 1 kg,3,84,252,,252
2/5/2074,SI4432,Mayuri suji 400 g,2,37,74,,74
2/5/2074,SI4432,Dettol fresh lather shaving cream 78gm,1,105,105,,105
2/5/2074,SI4432,Sita ram 1ltr,1,770,770,,770
2/5/2074,SI4433,R.vodka 180ml,1,290,290,,290
2/5/2074,SI4434,Pringles Sour  Cream 181g,1,275,275,,275
2/5/2074,SI4434,Surf excel quick wash 500g,1,155,155,,155
2/5/2074,SI4434,Surf excel 500g,1,90,90,,90
2/5/2074,SI4435,Set Wet cool hold 50ml,1,80,80,,80
2/5/2074,SI4436,Mc dowells no 1 1 ltr,1,1250,1250,,1250
2/5/2074,SI4437,Sunflow oil 1ltr,1,155,155,,155
2/5/2074,SI4437,Boiled basmati rice 2 kg,1,215,215,,215
2/5/2074,SI4438,Anadi Chamal 1kg,1,120,120,,120
2/5/2074,SI4439,Cococola 2.25ltr,27,180,4860,,4860
2/5/2074,SI4440,Salt 1KG,1,211,211,,211
2/5/2074,SI4441,Furundana,1,130,130,,130
2/5/2074,SI4442,Furandana saras 700 gm,1,135,135,,135
2/5/2074,SI4443,Dahi 1000ml,1,120,120,,120
2/5/2074,SI4444,Tuborg 650ml,1,270,270,,270
3/5/2074,SI4445,Dahi 500ml,1,65,65,,65
3/5/2074,SI4446,Dairy milk 34g,2,50,100,,100
3/5/2074,SI4446,Sugar 1 kg,4,84,336,,336
3/5/2074,SI4447,Wai wai quick,10,15,150,,150
3/5/2074,SI4447,Sugar 1 kg,1,84,84,,84
3/5/2074,SI4448,Mamy poko pant m 16,1,315,315,,315
3/5/2074,SI4448,Meat masala 100gm,1,72,72,,72
3/5/2074,SI4448,Good day choco chips 150gm,1,80,80,,80
3/5/2074,SI4448,Tasty 400gm,1,160,160,,160
3/5/2074,SI4448,Hariyo kerau 200 gm,1,50,50,,50
3/5/2074,SI4448,Dairy milk 13gm,5,20,100,,100
3/5/2074,SI4449,Mcvities digestive 75 gm pkt,4,25,100,,100
3/5/2074,SI4449,Trust sugar cubes,1,100,100,,100
3/5/2074,SI4450,Kaalo vatmas 1 kg,1,140,140,,140
3/5/2074,SI4450,Chana thulo 1 kg,1,170,170,,170
3/5/2074,SI4451,silk n shine leave in conditioner 50gm,1,140,140,,140
3/5/2074,SI4451,Amrit soyabean 1 ltr,2,115,230,,230
3/5/2074,SI4451,Cook soyabean oil 1 ltr,2,120,240,,240
3/5/2074,SI4452,DDC paneer 200gm,1,115,115,,115
3/5/2074,SI4452,Dahi 500ml,2,65,130,,130
3/5/2074,SI4452,Saffola gold 1 ltr,1,260,260,,260
3/5/2074,SI4453,Sukmel 50g,1,95,95,,95
3/5/2074,SI4453,Fry kaju 100g,1,150,150,,150
3/5/2074,SI4453,Desi badam 100gm,1,150,150,,150
3/5/2074,SI4453,Kismiss green 100gm,1,60,60,,60
3/5/2074,SI4454,Furandana saras 700 gm,1,135,135,,135
3/5/2074,SI4454,Nimkin 1/2 kg,1,160,160,,160
3/5/2074,SI4455,Indomita Carmener 750ml,2,730,1460,,1460
3/5/2074,SI4455,Gulab jamun indian 500gm,1,245,245,,245
3/5/2074,SI4455,Tuborg 650ml,2,270,540,,540
3/5/2074,SI4455,Rasgulla indian 500gm,1,245,245,,245
3/5/2074,SI4456,DDC paneer 200gm,1,115,115,,115
3/5/2074,SI4456,Brown bread,1,80,80,,80
3/5/2074,SI4456,Dhara pure mustard oil 1 ltr,1,205,205,,205
3/5/2074,SI4457,Chocopie 6 packs,1,105,105,,105
3/5/2074,SI4457,Lal Quilla 5 kg,1,1800,1800,,1800
3/5/2074,SI4457,Methi dana 200 gm,1,45,45,,45
3/5/2074,SI4457,5 stars 22 gm,4,20,80,,80
3/5/2074,SI4457,KitKat chunky 40gm,1,80,80,,80
3/5/2074,SI4457,Soan papdi veg 500g,2,285,570,,570
3/5/2074,SI4457,Gillette vector 4 cart,1,144,144,,144
3/5/2074,SI4458,Sugar free Natura 100 Tabs,1,102,102,,102
3/5/2074,SI4458,Postman gold health sunflower 1 lit,2,135,270,,270
3/5/2074,SI4459,Sugar 1 kg,2,84,168,,168
3/5/2074,SI4459,Postman gold health sunflower 1 lit,3,130,390,,390
3/5/2074,SI4460,Panasonic 500 mx,2,840,1680,,1680
3/5/2074,SI4461,Pearl sona 30kg,1,1325,1325,,1325
3/5/2074,SI4461,Musuro Nepali 1kg,1,140,140,,140
3/5/2074,SI4462,Tiger krunch 75gm,4,20,80,,80
3/5/2074,SI4463,Good day pista badam 200gm,2,84,168,,168
3/5/2074,SI4464,Druk green chilli pickle 200 gm,1,40,40,,40
3/5/2074,SI4464,Aaj Specialli Sattu 500gm,1,120,120,,120
3/5/2074,SI4464,Sai Kripa Gold tea500gm,1,195,195,,195
3/5/2074,SI4464,druk mango pickle 200g,1,40,40,,40
3/5/2074,SI4464,Sugar 1 kg,5,84,420,,420
3/5/2074,SI4465,Dairy milk slik fruit n nut 55gm,1,130,130,,130
3/5/2074,SI4465,Britannia cake 150 gm,1,75,75,,75
3/5/2074,SI4466,Fortune s/f 1 ltr bottle,1,230,230,,230
3/5/2074,SI4466,Posilo bhojan pokhreli basmati rice 5 kg,1,550,550,,550
3/5/2074,SI4467,polo,1,10,10,,10
3/5/2074,SI4467,Pitambari(Shiner for brass),1,45,45,,45
3/5/2074,SI4467,Exo Dish wash 85gm bar,2,10,20,,20
3/5/2074,SI4467,Ramro Royale Frity Bite 85 gm,1,45,45,,45
3/5/2074,SI4468,Rahar ko polish(500gm),2,130,260,,260
3/5/2074,SI4468,Exo Dish wash 500gm,2,80,160,,160
3/5/2074,SI4468,Mung ko khosta1kg,1,180,180,,180
3/5/2074,SI4468,khairo vatmas(1kg),4,85,340,,340
3/5/2074,SI4468,Rato kerau 200 gm,1,50,50,,50
3/5/2074,SI4468,Sugar 1 kg,2,84,168,,168
3/5/2074,SI4468,Chana thulo 1 kg,1,170,170,,170
3/5/2074,SI4469,Colgate zig zag black,1,45,45,,45
3/5/2074,SI4469,Colgate zigzag,1,40,40,,40
3/5/2074,SI4469,Ariel Surf 1kg,1,300,300,,300
3/5/2074,SI4470,Butter scotch500ml,1,150,150,,150
3/5/2074,SI4470,kwiks cheese balls,1,30,30,,30
3/5/2074,SI4471,Mcvities Digestive 250gm,1,165,165,,165
3/5/2074,SI4472,Tarai taichin 1kg,1,70,70,,70
3/5/2074,SI4473,Real mixed 200ml,1,30,30,,30
3/5/2074,SI4473,Sprite 2.25ltr,1,180,180,,180
3/5/2074,SI4473,Cadbury celebratinng 64gm,1,80,80,,80
3/5/2074,SI4473,Sunflow oil 1/2ltr,1,78,78,,78
3/5/2074,SI4474,Desi badam 200gm,1,300,300,,300
3/5/2074,SI4474,Glucovita D 500gm,1,160,160,,160
3/5/2074,SI4474,Kaju 500gm,1,825,825,,825
3/5/2074,SI4474,Top Herbs 200gm,1,65,65,,65
3/5/2074,SI4475,Royal stag 180ml,1,270,270,,270
3/5/2074,SI4476,Jagaat extra long grain basmati 20kg,1,2300,2300,,2300
3/5/2074,SI4476,Marrie gold 64gr,1,118,118,,118
3/5/2074,SI4476,Bournborn pc,12,20,240,,240
3/5/2074,SI4476,Mix dal 1 kg ( gosaikunda),1,155,155,,155
3/5/2074,SI4477,cerlac 1 wheat 300g,1,288,288,,288
3/5/2074,SI4477,Bambino macroni 900gm,1,195,195,,195
3/5/2074,SI4478,choko raks bar 25 g,1,35,35,,35
3/5/2074,SI4478,Sofy Pad,1,55,55,,55
3/5/2074,SI4479,Real mixed 200ml,2,30,60,,60
3/5/2074,SI4479,swastik puff,1,60,60,,60
3/5/2074,SI4479,Ramro Royale Frity Bite 85 gm,1,45,45,,45
3/5/2074,SI4479,swastik crossen,1,70,70,,70
3/5/2074,SI4480,Zebra noodles 1kg,1,85,85,,85
3/5/2074,SI4480,Closeup 12 hour fress breath 150g,1,70,70,,70
3/5/2074,SI4481,Bag 2 kg,1,5,5,,5
3/5/2074,SI4481,kurekure masala,2,40,80,,80
3/5/2074,SI4481,Jabsons RP chilly garlic 150gm,1,90,90,,90
3/5/2074,SI4481,Top Herbs 200gm,1,65,65,,65
3/5/2074,SI4481,Nebico digestive 125g,6,36,216,,216
3/5/2074,SI4481,Lips orange,2,25,50,,50
3/5/2074,SI4481,Tic tac,2,20,40,,40
3/5/2074,SI4481,Krack jack 104gm,1,25,25,,25
3/5/2074,SI4481,Maggi hot & sweet 500gm,1,205,205,,205
3/5/2074,SI4481,Aloo bhujia 200g,1,90,90,,90
3/5/2074,SI4482,Good day kaju 200gm,1,75,75,,75
3/5/2074,SI4483,Potato chips 100gm,1,50,50,,50
3/5/2074,SI4483,Axe dimension spary 150ml,1,415,415,,415
3/5/2074,SI4483,Sparkling Candle 6 pc,1,85,85,,85
3/5/2074,SI4483,Fresh & cool wipes 20pc rose,1,56,56,,56
3/5/2074,SI4484,clinic plus 340ml,1,205,205,1.44,203.56
3/5/2074,SI4484,No.1 lime and aleo vera 70gm,12,18,216,1.51,214.49
3/5/2074,SI4484,Bag 5 kg,1,7,7,0.05,6.95
3/5/2074,SI4485,Orient 250gm,1,290,290,,290
3/5/2074,SI4486,khatta meetha 400g,1,158,158,,158
3/5/2074,SI4486,Haldiram sewai 150 gm,2,30,60,,60
3/5/2074,SI4487,Cococola 2.25ltr,1,180,180,,180
3/5/2074,SI4487,Somersby Apple Cider 250ml,4,100,400,,400
3/5/2074,SI4488,Godrej expert black 20gm+20ml,4,48,192,,192
3/5/2074,SI4488,Aluminium foil 5metres,1,100,100,,100
3/5/2074,SI4489,Sunflow oil 1/2ltr,1,78,78,,78
3/5/2074,SI4490,Good day kaju 200gm,1,75,75,,75
3/5/2074,SI4491,Cadbury celebrations rich dry fruit 264gm,1,1040,1040,,1040
3/5/2074,SI4491,Sugar 1 kg,1,84,84,,84
3/5/2074,SI4491,Siddhi Gold Jeera masino steam 25kg,1,1525,1525,,1525
3/5/2074,SI4492,Fragata olive oil 500ml,1,425,425,,425
3/5/2074,SI4492,swastik jamboo bread,1,60,60,,60
3/5/2074,SI4492,Pran litchi juice 170ml,6,20,120,,120
3/5/2074,SI4492,Fragata Olive oil 1 ltr,1,740,740,,740
3/5/2074,SI4493,Glucovita 200gm,1,75,75,,75
3/5/2074,SI4493,Moong dal 200gm,1,102,102,,102
3/5/2074,SI4493,kwiks cheese b 25gm,1,20,20,,20
3/5/2074,SI4494,Clear anti hair fall 350 ml,1,328,328,,328
3/5/2074,SI4494,Hair & care 50ml,1,42,42,,42
3/5/2074,SI4494,Astaberry papaya sunscreen spf18 110ml,1,150,150,,150
3/5/2074,SI4494,Mediker anti lice treatment 50ml,2,72,144,,144
3/5/2074,SI4494,Navaratna extra thanda 50ml,1,52,52,,52
3/5/2074,SI4494,Bag 10kg,1,10,10,,10
3/5/2074,SI4495,Good day kaju 200gm,1,74,74,,74
3/5/2074,SI4495,Britania Marri gold 300gm,1,70,70,,70
3/5/2074,SI4495,Tiger krunch 75gm,2,20,40,,40
3/5/2074,SI4495,Milk Bikis cream 200g,1,45,45,,45
3/5/2074,SI4496,Atta multi grain 1 kg,1,120,120,,120
3/5/2074,SI4496,Sunflow oil 1ltr,5,155,775,,775
3/5/2074,SI4496,Fortune maida 2 kg,1,110,110,,110
3/5/2074,SI4496,Close up deep action 150g,1,70,70,,70
3/5/2074,SI4496,Corn flakes original 475g,1,295,295,,295
3/5/2074,SI4497,Poshilo Bhojan steem  basmati (Gosaikunda ) 5kg,1,550,550,,550
3/5/2074,SI4497,Jumbo bread,1,70,70,,70
3/5/2074,SI4498,Wai wai quick,1,18,18,,18
3/5/2074,SI4499,Wheel ok,3,20,60,,60
3/5/2074,SI4499,Parle 2 in 1 eclairs,1,95,95,,95
3/5/2074,SI4499,Wheel lemon & orange 1 kg,1,70,70,,70
3/5/2074,SI4499,Lifebuoy care 85gm,3,22,66,,66
3/5/2074,SI4499,Clinic Plus 175ml,1,135,135,,135
3/5/2074,SI4499,Bag 10kg,1,10,10,,10
3/5/2074,SI4500,Jumbo bread,1,70,70,,70
3/5/2074,SI4501,Nebico saltino 155gm,1,35,35,,35
3/5/2074,SI4501,Priyagold cnc biscuits 100g,1,25,25,,25
3/5/2074,SI4502,Sugar 1 kg,1,84,84,,84
3/5/2074,SI4503,kinder joy for girls,1,70,70,,70
3/5/2074,SI4503,Buff sauces 500g,1,360,360,,360
3/5/2074,SI4504,Cornitos nacho chips 60gm,1,88,88,,88
3/5/2074,SI4505,Pepsodent GC killer 175gm,1,80,80,,80
3/5/2074,SI4506,Cococola 2.25ltr,1,180,180,,180
3/5/2074,SI4507,Sugar 1 kg,1,84,84,,84
3/5/2074,SI4508,Kooba soft fruity red wine 4ltr,1,3585,3585,,3585
3/5/2074,SI4509,Nutri choice digestive 150gm,2,50,100,,100
3/5/2074,SI4510,White nanglo bread,1,50,50,,50
3/5/2074,SI4510,Sugar 1 kg,1,84,84,,84
3/5/2074,SI4511,Desi badam 200gm,1,300,300,,300
3/5/2074,SI4511,Snickers 300gm,1,385,385,,385
3/5/2074,SI4511,Mcvities digestive 75 gm pkt,4,25,100,,100
3/5/2074,SI4511,Kalash peanut 400gm,1,120,120,,120
3/5/2074,SI4512,Rahar ko nonpolish(1kg),1,275,275,,275
3/5/2074,SI4512,Mung daal 1kg,1,175,175,,175
3/5/2074,SI4513,Amrit sunflower oil 1 lltr,1,135,135,,135
3/5/2074,SI4513,cello Hi lighter,1,30,30,,30
3/5/2074,SI4514,Tuborg 650ml,1,270,270,,270
3/5/2074,SI4514,Fruttino,4,35,140,,140
3/5/2074,SI4514,Cococola 600ml,1,65,65,,65
3/5/2074,SI4514,Bag 10kg,1,10,10,,10
3/5/2074,SI4515,Godreh rich creme 20 gm,8,48,384,,384
3/5/2074,SI4516,Tej patta 25g,1,20,20,,20
3/5/2074,SI4516,Sugar 1 kg,1,84,84,,84
3/5/2074,SI4516,Cook soyabean oil 1 ltr,1,120,120,,120
3/5/2074,SI4517,Dhara pure mustard oil 1 ltr,1,205,205,,205
3/5/2074,SI4518,tiger krunch choco chips 40gm,5,10,50,,50
3/5/2074,SI4519,Sugar 1 kg,2,84,168,,168
3/5/2074,SI4520,Exo Dish wash 500gm,1,80,80,,80
3/5/2074,SI4520,Fry kaju 100g,1,150,150,,150
3/5/2074,SI4520,Mix 130gm,1,35,35,,35
3/5/2074,SI4520,Kismiss yellow 100gm,1,32,32,,32
3/5/2074,SI4521,Dove intense therapy700ml,1,500,500,,500
3/5/2074,SI4521,Bourn vita 200g,1,160,160,,160
3/5/2074,SI4521,Oreo sandwich  chocoalte creame 137gm,1,100,100,,100
3/5/2074,SI4521,Aloo bhujia 400g,1,177,177,,177
3/5/2074,SI4521,Close up deep action 150g,1,70,70,,70
3/5/2074,SI4521,Tar jali 1 p,1,25,25,,25
3/5/2074,SI4521,Happydent complete supermint,1,70,70,,70
3/5/2074,SI4522,Baygon sprey 600ml,1,390,390,,390
3/5/2074,SI4522,Sesa oil 30ml,1,60,60,,60
3/5/2074,SI4523,Egg 15,1,195,195,,195
3/5/2074,SI4524,Virgin 180 ml,1,135,135,,135
3/5/2074,SI4525,Shiva pujari  jeera geda 500gm,1,220,220,,220
3/5/2074,SI4525,Sugar 1 kg,1,84,84,,84
3/5/2074,SI4525,Nandan musturd oil 1 ltr,2,155,310,,310
3/5/2074,SI4525,Jaifal pkt 25gm,1,50,50,,50
3/5/2074,SI4525,Musuro indian(500gm),1,73,73,,73
3/5/2074,SI4525,Garam  Mixed masala 100gm,1,120,120,,120
3/5/2074,SI4525,Pearl jeera 25kg,1,1625,1625,,1625
3/5/2074,SI4526,Hit Black with lime 225ml,1,143,143,,143
3/5/2074,SI4527,Musuro indian 1kg,1,145,145,,145
3/5/2074,SI4527,Buff sauces 500g,1,240,240,,240
3/5/2074,SI4528,Virgin 375ml,1,270,270,,270
3/5/2074,SI4529,colgate visible white 100+100g,1,250,250,,250
3/5/2074,SI4530,Druk green chilli pickle 200 gm,1,40,40,,40
3/5/2074,SI4530,Crosson,1,75,75,,75
3/5/2074,SI4531,Tuborg 650ml,2,270,540,,540
3/5/2074,SI4532,Amul Butter 100g,1,90,90,,90
3/5/2074,SI4533,Wai wai veg,3,18,54,,54
3/5/2074,SI4534,Egg 15,1,190,190,,190
3/5/2074,SI4534,Soya chuks,1,35,35,,35
3/5/2074,SI4534,Pashupati Papad,2,15,30,,30
3/5/2074,SI4534,kwati local 1/2 kg,1,65,65,,65
3/5/2074,SI4534,Wai wai veg,6,18,108,,108
3/5/2074,SI4534,Pran litchi juice 170ml,5,20,100,,100
3/5/2074,SI4534,Top Herbs 200gm,1,65,65,,65
3/5/2074,SI4534,Sardinine Roza tomato sauce 185gm,1,105,105,,105
3/5/2074,SI4535,Mithas Brand long graing basmati rice 5kg,1,650,650,,650
3/5/2074,SI4536,Adity peanuts 30gm,1,20,20,,20
3/5/2074,SI4536,Mc dowells no.1 (180ml),1,260,260,,260
3/5/2074,SI4537,Jack Daniels 500ml,1,2400,2400,,2400
3/5/2074,SI4538,Surya light 10,4,90,360,,360
3/5/2074,SI4539,Lighter Ship,1,25,25,,25
3/5/2074,SI4540,Loli Pops evolution cho,2,15,30,,30
3/5/2074,SI4541,Kiwi dranex 50gm,1,35,35,,35
3/5/2074,SI4542,buds cotton,2,25,50,,50
3/5/2074,SI4542,Tessa facial hankerchief 6 pc,1,115,115,,115
3/5/2074,SI4542,Fresh & cool wipes 20pc rose,2,56,112,,112
3/5/2074,SI4543,R.vodka 180ml,1,290,290,,290
3/5/2074,SI4544,Maas ko chata 500gm,1,160,160,,160
3/5/2074,SI4544,Maas ko chata 1 kg,2,320,640,,640
3/5/2074,SI4545,Signature rare whiskey 180ml,1,335,335,,335
3/5/2074,SI4545,Signature 90ml,1,175,175,,175
3/5/2074,SI4545,Sugar 1 kg,2,84,168,,168
3/5/2074,SI4546,Desi badam 100gm,1,150,150,,150
3/5/2074,SI4547,Whisper choice ultra 6 pads,1,67,67,,67
3/5/2074,SI4547,Bhuja Big,1,45,45,,45
3/5/2074,SI4547,Wai wai quick,5,18,90,,90
3/5/2074,SI4548,],1,1650,1650,,1650
3/5/2074,SI4548,Amul Kool kesar flavour 2ml,3,55,165,,165
3/5/2074,SI4548,Vaseline UV lightening B3 100ml,1,120,120,,120
3/5/2074,SI4549,Pearl jeera 25kg,1,1725,1725,25.86,1699.14
3/5/2074,SI4549,Sugar 1 kg,16,84,1344,20.14,1323.86
3/5/2074,SI4550,Harpic rose 650ml,1,118,118,,118
3/5/2074,SI4550,Tessa 2 roll,1,165,165,,165
3/5/2074,SI4550,Tessa Soft Bathroom tissuie 1 roll,2,70,140,,140
3/5/2074,SI4550,Pril active 425 ml,1,145,145,,145
3/5/2074,SI4550,Mr Muscle orange kitchen cleaner 500gm,1,145,145,,145
3/5/2074,SI4550,Lizol lavender 975ml,1,235,235,,235
3/5/2074,SI4550,Premier tissue 100 pulls,1,98,98,,98
3/5/2074,SI4551,Bailley Drinking water 1ltr,2,30,60,,60
3/5/2074,SI4552,Ramro Royale Fruit Cake 190gm,1,90,90,,90
3/5/2074,SI4553,Sugar 1 kg,1,60,60,,60
3/5/2074,SI4554,Dairy Milk Silk fruit n nut 145gm,1,320,320,,320
3/5/2074,SI4554,Somersby Apple Cider 250ml,1,100,100,,100
4/5/2074,SI4555,Sugar 1 kg,6,84,504,,504
4/5/2074,SI4556,Pustakari,2,70,140,,140
4/5/2074,SI4556,Bag 2 kg,1,5,5,,5
4/5/2074,SI4556,Good day choco chips 150gm,1,80,80,,80
4/5/2074,SI4556,Orange 200gm,3,30,90,,90
4/5/2074,SI4556,Pran litchi juice 170ml,3,20,60,,60
4/5/2074,SI4557,Fogg monarch male 120ml,1,295,295,,295
4/5/2074,SI4558,Naulo bread,1,40,40,,40
4/5/2074,SI4558,Three in one cycle agarbatties 100sticks,1,100,100,,100
4/5/2074,SI4559,Taichin 1kg,1,120,120,,120
4/5/2074,SI4559,Sita ram ghee 1/2ltr,1,385,385,,385
4/5/2074,SI4559,Aaj Specialli Sattu 500gm,1,120,120,,120
4/5/2074,SI4559,Amrit soyabean 1 ltr,1,115,115,,115
4/5/2074,SI4560,Mcv Digestive  250gm,1,88,88,,88
4/5/2074,SI4560,Real mixed 200ml,3,30,90,,90
4/5/2074,SI4560,swastik puff,2,60,120,,120
4/5/2074,SI4560,Khapse 200gm,1,70,70,,70
4/5/2074,SI4560,Oreo choco cream 50g,6,20,120,,120
4/5/2074,SI4560,Parle actifit cream cracker 200gm,1,50,50,,50
4/5/2074,SI4561,Kwati 1kg,1,130,130,,130
4/5/2074,SI4561,Chana thulo 1 kg,1,170,170,,170
4/5/2074,SI4562,Fortune sun flower 1ltr,1,230,230,,230
4/5/2074,SI4563,Rahar ko nonpolish(1kg),1,230,230,,230
